link,review_text
https://thelowdown.com/reviews/endo/65681aad-27b7-49b9-a9ba-cc494a93662e,"I have not yet been formally diagnosed, but I find it difficult to talk about with people as most people haven’t heard of it."
https://thelowdown.com/reviews/endo/8c3a721a-0735-4c2b-beed-1b20cc5988cc,"The one word I would use to describe trying to get an endometriosis diagnosis is lonely. In a word full of people I feel so alone. No one can understand the pain. When I had waited over a year for an appointment with a gynaecologist and finally had an appointment through, I turned up to the appointment for him to not even know why I was there! When I explained my Dr thought I may have endometriosis he told me I probably didn't before he had even heard any of my symptoms. When I explained my symptoms I was told they are 'normal'. It feels like a very long battle to try and be heard, but one which I will continue to fight."
https://thelowdown.com/reviews/endo/c5225aab-1034-4411-bf74-b73f292c8cb7,I was diagnosed following laparoscopic excision surgery last year. Living with endometriosis feels like your body totally betraying you on a regular basis. I spent years (and often still do) gaslighting myself that my symptoms were either not there or not that bad; something which the lack of knowledge of medical professionals only exacerbated.
https://thelowdown.com/reviews/endo/ebe2df71-0883-4ba4-a5d8-436773aec92d,"I’m waiting for a laparoscopy as through diagnosis by exclusion, urologists and gynaecologists have told me that I could have endometriosis. What I find most difficult is the range of symptoms because I feel like even when one things eases off, it seems as though the next is always beginning. A pelvic physio also explained to me that due to my pain, my pelvic floor is super tight which is creating new symptoms/ making existing ones worse. One of my best pieces of advice would be to see a pelvic floor physio. Through my experience of multiple GPs and consultant (some ok, some horrendous), both physios I’ve seen have been the only people who have really tried to ease my symptoms and explain them to me. Because they focus on the area as a whole, they have a much greater holistic understanding, instead of just picking and choosing which symptoms are most relevant to them."
https://thelowdown.com/reviews/endo/b425962c-ef67-4d8e-b28b-3a0192bd3a7d,I’ve not been diagnosed. But been having painful periods since I was young which would make me throw up. I was put in the pill for 10 years to deal with the pain but I decided to come off during covid. First period was really bad then they were painful but nothing compared to how they used to be. However this year they’ve got a lot worse to the point im back to being stuck in bed and throwing up headaches/ migraines and not being able to eat because I’m in so much pain.
https://thelowdown.com/reviews/endo/834c0332-0855-4671-9847-18a9866a79d0,"Took over 10+ years to diagnose - constantly brushed off by GP. Had to fight to be placed on a Gynae waiting list. 
Lucky that I got surgery and diagnosed Feb 2020 before world went mad, but extremely let down on check ups/aftercare due to lockdowns. 

Symptoms- you feel lonely a lot of the time, I don’t know anyone else that has this and can’t be frustrating when you are sore/irritable and people don’t understand."
https://thelowdown.com/reviews/endo/0d0a94b9-7555-435d-bf00-3627f560927c,"My chronic pain is unbearable in all muscles of my body - but espiecally my back/shoulder tips/legs and I just about get through the workday before and on my period. My fatigue, brain fog and metal health becomes very low during and before my period. In addition, my period blood is incredibly heavy for all days of my period and is very irregular and can last for 5 days of more."
https://thelowdown.com/reviews/endo/1ce92bba-c587-4870-8998-edd70ddd1306,"Was diagnosed during transvaginal scan where they saw adenomyosis and my gynaecologist believes I have endo too but can’t diagnose without surgery. I had crippling period pain for over 20 years, no pain meds worked that effectively, I’d frequently be sick or pass out, and my entire life was planned around my period. Each month I’d suffer with low moods leading up to period as I’d be so scared about the pain I knew was coming. Symptoms started when I was 14 and I constantly had symptoms dismissed for years until I went private"
https://thelowdown.com/reviews/endo/587ef8f6-b9a6-4882-87e7-fb503a72a205,"It took four years of periods lasting up to seven months at a time before taken seriously, given multiple contraceptives and pain killers. The doctors at one point tried to pin the pain on my mental health and tried to say it could be phantom pain due to past traumas,this felt like a massive blow. My mental health spiraled, the chronic pain was debilitating. The main thing  they have tried to push from day one was the hormonal coil, which I refused the doctors have always fallen back on why don't you get the coil having also known my past traumas they still could not understand why I did not want such an invasive contraceptive . When I started my diagnosis journey I was only 17, getting ultrasound's, internal and external, smears and pelvic exams I was met with no support from my doctors and through every stage felt I was not being taken seriously until I'm assuming they caved from years of appointments they agreed to a laparoscopy and hysteroscopy in attempt to burn the diagnose and potentially burn away the tissue. They managed to burn away Alot of tissue but as it's on my lower organs it was not 100% successful. So still battling the issue today, but then found the lowdown, completed the survey and have been on the injection ever since. It's completely stopped my periods and endo flare ups! So for now we're manageable!"
https://thelowdown.com/reviews/endo/fc464288-9956-4d78-bdf3-f989730bf751,"I had to ask my GP about it, after 5 years of being cycled thru a ridiculous amounts of birth control options like I was a guinea pig, and to my frequent protest. Eventually I went abroad to get a proper scan and see a specialist as both an NHS referral and a private consultant took a long time here.

I don't feel that there's a real treatment out there, or at least one that has worked for me, it makes one feel defective, especially where women who haven't heard of it constantly question why you feel so off on your period or whether you're exaggerating."
https://thelowdown.com/reviews/endo/616cda7a-84e1-4250-9f01-27d41c12288a,It took several GP visits over several years before I was taken seriously. I was told it was 'bad periods' and to take painkillers and it would all be ok. It took forcefully asking for a referral to the gynecologist a 'clear' ultrasound sound to get that. From there I had a laparoscopy which confirmed endo. Since then I've had multiple appointments and tries multiple medication but there hasn't been much help from the NHS following the diagnosis.
https://thelowdown.com/reviews/endo/d12caca9-fdf7-4843-91c9-0f6baa85da94,I waited too long before seeing a doctor - endo has affected all the women in my family so I knew it was likely on the cards for me but I waited until I couldn’t cope anymore before talking to someone about it. I wish I had spoken up earlier instead of suffering unnecessarily for fear of not being believed. Do not let anyone dismiss your pain. It is VERY real and NOT normal
https://thelowdown.com/reviews/endo/c97a8b08-8890-4c2c-85d8-6b689800a47b,"When I get my period, within an hour I am doubled up in pain, crying despite having a period patch and taking ibuprofen. I’ve had an ultrasound that didn’t show anything and I was told there was nothing else that could be done until I hadn’t got pregnant within 6 months of trying. I’m exhausted all the time and anxious about missing work&school because I’m scared to get caught outside with the pain. I feel as if I am skewered on a pole, with needing to get up frequently to go to the toilet."
